sample,n_class_A_carbapenemase_plasmidial,prop_carbapenemase_BD_plasmidial,n_esbl_plasmidial,n_genes_efflux_plasmidial,pct_contigs_plasmidial,n_plasmids_com_conjugacao,gc_diff_plasmid_cromossomo,Species,WHO_Priority
GCA_051842305.1,0,1,0,2,15.306122448979592,2,-0.1499999999999985,Acinetobacter baumannii,Critical
GCA_052115825.1,0,0,1,2,9.75609756097561,1,0.3700000000000045,Acinetobacter baumannii,Critical
GCA_052492475.1,0,1,0,1,17.46031746031746,1,0.1600000000000037,Acinetobacter baumannii,Critical
GCA_052492535.1,0,1,0,1,14.285714285714285,1,0.25,Acinetobacter baumannii,Critical
GCA_052492555.1,0,1,0,1,21.428571428571427,1,0.1600000000000037,Acinetobacter baumannii,Critical
GCA_052492595.1,0,1,0,1,20.689655172413797,1,0.1400000000000005,Acinetobacter baumannii,Critical
GCA_052492615.1,0,1,0,1,21.818181818181817,1,-0.0100000000000051,Acinetobacter baumannii,Critical
GCA_052492635.1,0,1,0,1,11.224489795918368,1,0.0500000000000042,Acinetobacter baumannii,Critical
GCA_052492675.1,0,1,0,1,11.34020618556701,1,0.1200000000000045,Acinetobacter baumannii,Critical
GCA_052492695.1,0,1,0,2,10.75268817204301,1,0.0499999999999971,Acinetobacter baumannii,Critical
GCA_052492735.1,0,1,0,1,11.88118811881188,1,0.019999999999996,Acinetobacter baumannii,Critical
GCA_052492755.1,0,1,0,1,17.543859649122805,1,0.2000000000000028,Acinetobacter baumannii,Critical
GCA_052492795.1,0,1,0,1,18.571428571428573,1,0.1000000000000014,Acinetobacter baumannii,Critical
GCA_052492815.1,0,1,0,1,18.75,1,0.1300000000000025,Acinetobacter baumannii,Critical
GCA_052492835.1,0,1,0,1,20.0,1,0.2199999999999988,Acinetobacter baumannii,Critical
GCA_052492855.1,0,1,0,2,11.11111111111111,1,0.240000000000002,Acinetobacter baumannii,Critical
GCA_052545275.1,0,1,0,2,11.956521739130435,1,0.2299999999999968,Acinetobacter baumannii,Critical
GCA_053309335.1,0,0,1,0,33.33333333333333,0,-0.8599999999999994,Acinetobacter baumannii,Critical
GCA_001645745.1,0,0,0,4,8.51063829787234,1,-1.4600000000000009,Klebsiella pneumoniae,Critical
GCA_001756835.2,1,0,3,7,16.989066442388562,28,-0.6999999999999957,Klebsiella pneumoniae,Critical
GCA_022305095.1,0,0,6,15,28.40909090909091,21,-1.4400000000000048,Klebsiella pneumoniae,Critical
GCA_022305015.1,2,0,1,6,33.72093023255814,18,-0.2299999999999968,Klebsiella pneumoniae,Critical
GCA_022304995.1,2,0,0,5,34.33734939759036,19,-0.2099999999999937,Klebsiella pneumoniae,Critical
GCA_022304975.1,2,0,1,18,32.82442748091603,7,-0.0599999999999951,Klebsiella pneumoniae,Critical
GCA_022304515.1,2,0,3,17,37.5,9,-0.6799999999999997,Klebsiella pneumoniae,Critical
GCA_022304535.1,2,0,1,10,38.70967741935484,17,-0.509999999999998,Klebsiella pneumoniae,Critical
GCA_022304495.1,2,0,1,9,32.05128205128205,9,-1.220000000000006,Klebsiella pneumoniae,Critical
GCA_022304475.1,1,0,0,13,33.33333333333333,21,-2.140000000000001,Klebsiella pneumoniae,Critical
GCA_022304455.1,2,0,4,15,37.83783783783784,10,-1.0799999999999983,Klebsiella pneumoniae,Critical
GCA_022304435.1,0,0,1,15,29.92957746478873,11,-1.7199999999999989,Klebsiella pneumoniae,Critical
GCA_022304395.1,2,0,0,8,31.92307692307692,23,-2.039999999999999,Klebsiella pneumoniae,Critical
GCA_002104705.1,1,0,1,1,12.360387192851825,9,-2.1200000000000045,Klebsiella pneumoniae,Critical
GCA_003326385.1,1,0,2,5,14.672686230248308,10,-1.970000000000006,Klebsiella pneumoniae,Critical
GCA_003326435.1,1,0,2,6,17.542120911793855,16,-3.0500000000000043,Klebsiella pneumoniae,Critical
GCA_003095475.1,0,0,1,2,16.666666666666664,5,-1.5,Klebsiella pneumoniae,Critical
GCA_003095515.1,1,0,0,6,15.451577801958653,8,-1.8999999999999984,Klebsiella pneumoniae,Critical
GCA_003095575.1,1,0,2,3,16.47373107747106,11,-2.950000000000003,Klebsiella pneumoniae,Critical
GCA_003095615.1,1,0,0,1,16.878980891719745,13,-3.1599999999999966,Klebsiella pneumoniae,Critical
GCA_022321785.1,0,0,2,9,31.61764705882353,4,0.1700000000000017,Klebsiella pneumoniae,Critical
GCA_022321835.1,0,0,1,7,28.57142857142857,4,-0.1099999999999994,Klebsiella pneumoniae,Critical
GCA_022321815.1,2,0,1,7,25.503355704697988,3,-0.8599999999999994,Klebsiella pneumoniae,Critical
GCA_022321725.1,2,0,1,10,31.858407079646017,2,-0.4899999999999949,Klebsiella pneumoniae,Critical
GCA_022321645.1,2,0,7,12,37.109375,15,-2.549999999999997,Klebsiella pneumoniae,Critical
GCA_022321535.1,2,0,1,6,27.27272727272727,7,-2.460000000000001,Klebsiella pneumoniae,Critical
GCA_022321495.1,2,0,4,12,27.027027027027028,3,0.25,Klebsiella pneumoniae,Critical
GCA_022321405.1,2,0,2,9,32.20338983050847,3,-0.3200000000000003,Klebsiella pneumoniae,Critical
GCA_022321445.1,2,0,3,7,22.22222222222222,2,0.3200000000000003,Klebsiella pneumoniae,Critical
GCA_022321305.1,2,0,4,16,30.57851239669421,4,-0.509999999999998,Klebsiella pneumoniae,Critical
GCA_022321375.1,2,0,5,8,23.732718894009217,7,0.4099999999999966,Klebsiella pneumoniae,Critical
GCA_022321225.1,0,0,2,9,30.08849557522124,4,-0.3800000000000025,Klebsiella pneumoniae,Critical
GCA_022321245.1,2,0,3,9,23.52941176470588,2,0.4499999999999957,Klebsiella pneumoniae,Critical
GCA_022321135.1,2,0,1,6,25.70093457943925,5,-0.8000000000000043,Klebsiella pneumoniae,Critical
GCA_022321075.1,2,0,5,10,31.70731707317073,3,-0.1700000000000017,Klebsiella pneumoniae,Critical
GCA_022321045.1,2,0,5,10,30.88235294117647,3,-0.1799999999999997,Klebsiella pneumoniae,Critical
GCA_022320885.1,2,0,1,9,27.142857142857142,8,-0.5899999999999963,Klebsiella pneumoniae,Critical
GCA_022320905.1,2,0,4,9,25.065963060686013,9,-0.2600000000000051,Klebsiella pneumoniae,Critical
GCA_022320865.1,2,0,3,11,30.303030303030305,2,0.0800000000000054,Klebsiella pneumoniae,Critical
GCA_022320745.1,1,0,1,4,25.0,7,-1.480000000000004,Klebsiella pneumoniae,Critical
GCA_022320705.1,2,0,1,5,28.440366972477065,6,-2.260000000000005,Klebsiella pneumoniae,Critical
GCA_022210945.1,2,0,5,13,31.57894736842105,7,-0.9600000000000009,Klebsiella pneumoniae,Critical
GCA_022210965.1,1,0,4,13,37.755102040816325,7,-1.1600000000000037,Klebsiella pneumoniae,Critical
GCA_022210885.1,2,0,0,4,28.04878048780488,4,-3.140000000000001,Klebsiella pneumoniae,Critical
GCA_022210865.1,2,0,4,8,29.6,9,-1.730000000000004,Klebsiella pneumoniae,Critical
GCA_022210845.1,2,0,5,7,30.57851239669421,8,-1.279999999999994,Klebsiella pneumoniae,Critical
GCA_022210985.1,2,0,2,15,33.035714285714285,5,-0.029999999999994,Klebsiella pneumoniae,Critical
GCA_022210825.1,2,0,4,8,34.61538461538461,7,-0.7099999999999937,Klebsiella pneumoniae,Critical
GCA_022210785.1,2,0,4,8,33.91304347826087,8,-1.2399999999999949,Klebsiella pneumoniae,Critical
GCA_022210805.1,2,0,2,8,26.31578947368421,6,-0.3200000000000003,Klebsiella pneumoniae,Critical
GCA_022210765.1,2,0,5,7,28.688524590163933,9,-1.1400000000000006,Klebsiella pneumoniae,Critical
GCA_022210725.1,2,0,4,13,32.432432432432435,9,-1.1600000000000037,Klebsiella pneumoniae,Critical
GCA_022210745.1,2,0,5,7,27.77777777777778,8,-1.25,Klebsiella pneumoniae,Critical
GCA_022210665.1,2,0,5,7,28.90625,9,-1.0600000000000025,Klebsiella pneumoniae,Critical
GCA_022210695.1,2,0,4,8,38.51851851851852,7,-0.6700000000000017,Klebsiella pneumoniae,Critical
GCA_022210685.1,2,0,5,10,30.275229357798167,8,-1.1300000000000026,Klebsiella pneumoniae,Critical
GCA_022210645.1,2,0,6,6,31.57894736842105,9,-1.4500000000000028,Klebsiella pneumoniae,Critical
GCA_022210625.1,2,0,5,7,31.451612903225808,9,-1.0799999999999983,Klebsiella pneumoniae,Critical
GCA_022210605.1,2,0,4,8,31.25,8,-1.1099999999999994,Klebsiella pneumoniae,Critical
GCA_022210565.1,2,0,6,7,31.25,9,-1.0799999999999983,Klebsiella pneumoniae,Critical
GCA_022210575.1,2,0,6,9,31.666666666666664,9,-1.1300000000000026,Klebsiella pneumoniae,Critical
GCA_022210525.1,2,0,6,7,33.6,9,-1.3799999999999957,Klebsiella pneumoniae,Critical
GCA_022210545.1,2,0,3,8,31.03448275862069,8,-1.279999999999994,Klebsiella pneumoniae,Critical
GCA_022210465.1,2,0,5,10,33.94495412844037,8,-0.9499999999999956,Klebsiella pneumoniae,Critical
GCA_022210485.1,2,0,6,7,29.365079365079367,9,-1.1099999999999994,Klebsiella pneumoniae,Critical
GCA_022210505.1,2,0,4,8,31.35593220338983,6,-1.1199999999999974,Klebsiella pneumoniae,Critical
GCA_022210445.1,2,0,1,12,34.45378151260504,8,-0.4199999999999946,Klebsiella pneumoniae,Critical
GCA_022210425.1,2,0,5,7,31.57894736842105,9,-1.4799999999999969,Klebsiella pneumoniae,Critical
GCA_022210405.1,2,0,4,11,31.782945736434108,7,-0.4400000000000048,Klebsiella pneumoniae,Critical
GCA_022210385.1,2,0,6,5,29.268292682926827,7,-1.3299999999999983,Klebsiella pneumoniae,Critical
GCA_022210365.1,2,0,4,10,29.059829059829063,8,-1.3400000000000034,Klebsiella pneumoniae,Critical
GCA_022210345.1,2,0,4,8,32.77310924369748,8,-1.1099999999999994,Klebsiella pneumoniae,Critical
GCA_022210325.1,2,0,5,5,29.411764705882355,7,-1.3400000000000034,Klebsiella pneumoniae,Critical
GCA_022210285.1,2,0,3,8,34.166666666666664,9,-0.6099999999999994,Klebsiella pneumoniae,Critical
GCA_022210305.1,2,0,6,7,32.52032520325203,8,-1.1000000000000014,Klebsiella pneumoniae,Critical
GCA_022210265.1,2,0,5,5,29.565217391304348,7,-1.2899999999999991,Klebsiella pneumoniae,Critical
GCA_022210245.1,2,0,6,8,31.35593220338983,8,-1.1300000000000026,Klebsiella pneumoniae,Critical
GCA_022210205.1,2,0,3,3,28.846153846153843,5,-3.4099999999999966,Klebsiella pneumoniae,Critical
GCA_022210225.1,2,0,6,6,30.89430894308943,7,-1.0600000000000025,Klebsiella pneumoniae,Critical
GCA_022210185.1,2,0,5,8,30.57851239669421,7,-1.3100000000000025,Klebsiella pneumoniae,Critical
GCA_022210165.1,2,0,0,9,30.08130081300813,8,-1.7999999999999972,Klebsiella pneumoniae,Critical
GCA_022210145.1,2,0,2,8,31.57894736842105,7,-0.0500000000000042,Klebsiella pneumoniae,Critical
GCA_022210085.1,2,0,3,5,32.758620689655174,6,-2.369999999999997,Klebsiella pneumoniae,Critical
GCA_022210105.1,2,0,5,5,31.967213114754102,8,-1.3099999999999952,Klebsiella pneumoniae,Critical
GCA_022210125.1,2,0,1,12,31.93277310924369,7,-0.4600000000000008,Klebsiella pneumoniae,Critical
GCA_022210065.1,2,0,4,10,33.33333333333333,9,-1.2700000000000031,Klebsiella pneumoniae,Critical
GCA_022210045.1,2,0,2,10,30.17241379310345,5,-0.0399999999999991,Klebsiella pneumoniae,Critical
GCA_022210025.1,2,0,2,12,30.303030303030305,6,-1.0399999999999991,Klebsiella pneumoniae,Critical
GCA_022210005.1,2,0,4,8,32.231404958677686,7,-1.0200000000000031,Klebsiella pneumoniae,Critical
GCA_022209985.1,2,0,2,10,27.710843373493976,4,-1.5,Klebsiella pneumoniae,Critical
GCA_022209965.1,2,0,3,5,37.93103448275862,6,-2.180000000000007,Klebsiella pneumoniae,Critical
GCA_022209925.1,2,0,3,8,35.65891472868217,8,-1.0200000000000031,Klebsiella pneumoniae,Critical
GCA_022209945.1,0,1,3,5,39.25925925925926,9,-0.980000000000004,Klebsiella pneumoniae,Critical
GCA_022209885.1,2,0,4,8,31.89655172413793,6,-1.0599999999999952,Klebsiella pneumoniae,Critical
GCA_022209905.1,2,0,2,10,31.666666666666664,5,-0.1900000000000048,Klebsiella pneumoniae,Critical
GCA_022209865.1,2,0,3,8,32.142857142857146,6,-1.1700000000000017,Klebsiella pneumoniae,Critical
GCA_022209845.1,0,1,3,5,38.297872340425535,17,-0.8299999999999983,Klebsiella pneumoniae,Critical
GCA_022209805.1,0,1,4,5,43.04635761589404,19,-1.1600000000000037,Klebsiella pneumoniae,Critical
GCA_022209825.1,2,0,3,7,29.03225806451613,7,-1.0900000000000034,Klebsiella pneumoniae,Critical
GCA_022209785.1,2,0,5,7,28.8,8,-1.25,Klebsiella pneumoniae,Critical
GCA_022209765.1,0,1,3,5,39.568345323741006,16,-1.0700000000000005,Klebsiella pneumoniae,Critical
GCA_022209725.1,0,1,4,5,41.29032258064516,20,-1.2100000000000009,Klebsiella pneumoniae,Critical
GCA_022209705.1,2,0,2,11,35.15625,10,-1.0700000000000005,Klebsiella pneumoniae,Critical
GCA_022209745.1,0,1,3,5,39.735099337748345,16,-1.5799999999999983,Klebsiella pneumoniae,Critical
GCA_022209685.1,2,0,1,9,27.522935779816518,6,-1.279999999999994,Klebsiella pneumoniae,Critical
GCA_022209605.1,2,0,3,6,35.714285714285715,5,-2.5,Klebsiella pneumoniae,Critical
GCA_022209645.1,0,1,4,5,41.08527131782946,9,-1.3699999999999974,Klebsiella pneumoniae,Critical
GCA_022209665.1,0,1,4,7,38.84892086330935,15,-1.019999999999996,Klebsiella pneumoniae,Critical
GCA_022209585.1,2,0,1,5,28.225806451612907,8,-1.75,Klebsiella pneumoniae,Critical
GCA_022209625.1,2,0,4,9,32.11009174311927,3,0.1099999999999994,Klebsiella pneumoniae,Critical
GCA_022209495.1,2,0,3,8,28.695652173913043,7,-0.6600000000000037,Klebsiella pneumoniae,Critical
GCA_022209565.1,2,0,1,8,32.407407407407405,7,-0.019999999999996,Klebsiella pneumoniae,Critical
GCA_022209525.1,2,0,5,9,29.75206611570248,8,-1.2100000000000009,Klebsiella pneumoniae,Critical
GCA_022209485.1,0,1,3,5,37.76223776223776,15,-0.9299999999999996,Klebsiella pneumoniae,Critical
GCA_022209545.1,2,0,6,7,37.410071942446045,10,-0.9600000000000009,Klebsiella pneumoniae,Critical
GCA_022209465.1,2,0,1,8,29.411764705882355,5,-0.2800000000000011,Klebsiella pneumoniae,Critical
GCA_022209445.1,2,0,3,9,29.807692307692307,3,-0.1099999999999994,Klebsiella pneumoniae,Critical
GCA_022209425.1,2,0,6,12,37.5886524822695,11,-0.6100000000000065,Klebsiella pneumoniae,Critical
GCA_022209385.1,2,0,3,3,34.42622950819672,6,-2.6099999999999994,Klebsiella pneumoniae,Critical
GCA_022209405.1,2,0,3,10,35.55555555555556,8,-2.75,Klebsiella pneumoniae,Critical
GCA_022209365.1,2,0,2,13,35.57692307692308,7,-0.9099999999999966,Klebsiella pneumoniae,Critical
GCA_022204885.1,2,0,3,15,36.66666666666666,9,-0.9100000000000036,Klebsiella pneumoniae,Critical
GCA_022182625.1,0,0,2,16,36.58536585365854,21,-0.2800000000000011,Klebsiella pneumoniae,Critical
GCA_022182345.1,1,0,6,18,26.04501607717042,24,-2.0799999999999983,Klebsiella pneumoniae,Critical
GCA_022170505.1,1,0,2,4,28.947368421052637,7,-0.6699999999999946,Klebsiella aerogenes,Critical
GCA_022170345.1,2,0,3,2,30.55555555555556,6,-1.8299999999999983,Klebsiella aerogenes,Critical
GCA_022170305.1,2,0,2,5,28.205128205128204,7,-2.3100000000000023,Klebsiella aerogenes,Critical
GCA_022170485.1,2,0,2,4,27.906976744186046,7,-1.759999999999998,Klebsiella aerogenes,Critical
GCA_022170285.1,2,0,3,5,29.21348314606741,7,-2.5600000000000023,Klebsiella aerogenes,Critical
GCA_022170325.1,2,0,0,3,23.157894736842103,3,-0.3400000000000034,Klebsiella aerogenes,Critical
GCA_022170245.1,2,0,0,1,25.0,4,-1.1000000000000014,Klebsiella aerogenes,Critical
GCA_022023615.1,1,0,3,7,31.858407079646017,18,-1.2899999999999991,Klebsiella pneumoniae,Critical
GCA_022023635.1,2,0,0,5,33.064516129032256,8,-2.3700000000000045,Klebsiella pneumoniae,Critical
GCA_022023655.1,1,0,5,8,27.82608695652174,6,-0.8999999999999986,Klebsiella pneumoniae,Critical
GCA_022023555.1,2,0,3,12,33.33333333333333,10,-2.020000000000003,Klebsiella pneumoniae,Critical
GCA_022023535.1,2,0,2,11,37.06293706293706,7,-1.3799999999999957,Klebsiella pneumoniae,Critical
GCA_022023515.1,1,0,3,3,35.59322033898305,23,-1.0899999999999963,Klebsiella pneumoniae,Critical
GCA_022023495.1,0,0,1,8,28.643216080402013,15,-1.1300000000000026,Klebsiella pneumoniae,Critical
GCA_022023455.1,2,0,1,8,28.155339805825243,5,-1.3200000000000005,Klebsiella pneumoniae,Critical
GCA_022023475.1,1,0,3,7,24.24242424242424,5,-0.75,Klebsiella pneumoniae,Critical
GCA_022023435.1,2,0,3,13,30.47619047619048,5,0.009999999999998,Klebsiella pneumoniae,Critical
GCA_022023415.1,1,0,3,7,32.432432432432435,11,-1.1199999999999974,Klebsiella pneumoniae,Critical
GCA_022023335.1,1,0,2,8,32.432432432432435,7,-2.8200000000000003,Klebsiella pneumoniae,Critical
GCA_022023395.1,2,0,4,7,30.72289156626506,10,-1.1500000000000057,Klebsiella pneumoniae,Critical
GCA_022023355.1,1,0,2,7,34.83870967741935,10,-3.440000000000005,Klebsiella pneumoniae,Critical
GCA_022023365.1,2,0,1,22,31.1965811965812,12,-1.4099999999999966,Klebsiella pneumoniae,Critical
GCA_022023315.1,1,0,1,2,31.3953488372093,6,-1.740000000000002,Klebsiella pneumoniae,Critical
GCA_022023295.1,1,0,0,7,24.565217391304348,16,0.240000000000002,Klebsiella pneumoniae,Critical
GCA_022023275.1,2,0,4,2,36.30573248407643,13,-1.529999999999994,Klebsiella pneumoniae,Critical
GCA_022023255.1,1,0,4,6,33.497536945812804,18,-1.3299999999999983,Klebsiella pneumoniae,Critical
GCA_022023235.1,2,0,2,6,37.5,10,-1.3100000000000025,Klebsiella pneumoniae,Critical
GCA_022023215.1,2,0,2,8,41.78403755868544,21,-2.3200000000000003,Klebsiella pneumoniae,Critical
GCA_022023195.1,0,0,3,10,28.57142857142857,4,-0.1900000000000048,Klebsiella pneumoniae,Critical
GCA_022023175.1,2,0,2,10,22.61072261072261,30,0.25,Klebsiella pneumoniae,Critical
GCA_022023155.1,2,0,3,9,34.82428115015975,26,-1.1700000000000017,Klebsiella pneumoniae,Critical
GCA_022023135.1,1,0,1,4,36.71875,23,-3.0800000000000054,Klebsiella pneumoniae,Critical
GCA_022023095.1,2,0,3,8,32.142857142857146,13,-3.259999999999998,Klebsiella pneumoniae,Critical
GCA_022023115.1,1,0,1,8,39.53488372093023,15,-1.5600000000000025,Klebsiella pneumoniae,Critical
GCA_022023075.1,2,0,3,3,25.471698113207548,5,-0.9000000000000057,Klebsiella pneumoniae,Critical
GCA_022023055.1,2,0,1,5,37.01923076923077,15,-0.9500000000000028,Klebsiella pneumoniae,Critical
GCA_022023035.1,2,0,3,11,42.06896551724138,13,-3.199999999999996,Klebsiella pneumoniae,Critical
GCA_022023015.1,0,0,2,8,35.57046979865772,10,-1.3100000000000025,Klebsiella pneumoniae,Critical
GCA_022022995.1,1,0,2,6,36.206896551724135,10,-2.6899999999999977,Klebsiella pneumoniae,Critical
GCA_022022975.1,2,0,1,7,30.02680965147453,23,-0.7700000000000031,Klebsiella pneumoniae,Critical
GCA_022022955.1,2,0,3,9,38.05309734513274,9,-3.1099999999999994,Klebsiella pneumoniae,Critical
GCA_022022935.1,2,0,3,10,35.45454545454545,10,-3.489999999999995,Klebsiella pneumoniae,Critical
GCA_022022915.1,2,0,2,11,29.142857142857142,12,-1.7700000000000031,Klebsiella pneumoniae,Critical
GCA_022022895.1,2,0,1,5,34.88372093023256,14,-2.509999999999998,Klebsiella pneumoniae,Critical
GCA_022022875.1,2,0,1,6,29.545454545454547,9,-1.5100000000000051,Klebsiella pneumoniae,Critical
GCA_024650065.1,0,0,1,6,20.0,6,0.4699999999999988,Klebsiella pneumoniae,Critical
GCA_024650125.1,0,0,3,5,23.853211009174316,8,-1.1999999999999955,Klebsiella pneumoniae,Critical
GCA_024650155.1,0,0,1,8,23.49726775956284,4,-0.7600000000000051,Klebsiella pneumoniae,Critical
GCA_024650185.1,0,0,1,7,24.06417112299465,7,-1.5300000000000011,Klebsiella pneumoniae,Critical
GCA_024650245.1,0,0,2,5,23.16384180790961,7,-0.9899999999999948,Klebsiella pneumoniae,Critical
GCA_024650265.1,0,0,2,3,19.457013574660635,7,-1.1999999999999955,Klebsiella pneumoniae,Critical
GCA_024650305.1,0,0,2,2,25.949367088607595,13,-1.7899999999999991,Klebsiella pneumoniae,Critical
GCA_024650315.1,0,0,1,8,20.98765432098765,8,-0.019999999999996,Klebsiella pneumoniae,Critical
GCA_024650325.1,0,0,3,3,32.8125,15,-2.3399999999999963,Klebsiella pneumoniae,Critical
GCA_024650385.1,0,0,3,3,22.5130890052356,6,-0.8900000000000006,Klebsiella pneumoniae,Critical
GCA_024650415.1,0,0,1,4,20.918367346938776,6,-0.5200000000000031,Klebsiella pneumoniae,Critical
GCA_024650425.1,0,0,3,6,22.598870056497177,6,-1.0899999999999963,Klebsiella pneumoniae,Critical
GCA_024650465.1,0,0,1,7,25.71428571428571,4,-0.3699999999999974,Klebsiella pneumoniae,Critical
GCA_024650485.1,0,0,1,4,21.91780821917808,5,-1.6099999999999994,Klebsiella pneumoniae,Critical
GCA_024650505.1,0,0,1,7,20.12578616352201,3,0.4099999999999966,Klebsiella pneumoniae,Critical
GCA_024650545.1,0,0,1,7,23.972602739726025,5,-0.2700000000000031,Klebsiella pneumoniae,Critical
GCA_024650555.1,0,0,1,4,28.000000000000004,37,-0.0399999999999991,Klebsiella pneumoniae,Critical
GCA_024650605.1,0,0,1,8,18.433179723502302,5,1.1300000000000026,Klebsiella pneumoniae,Critical
GCA_024650655.1,0,0,1,3,20.0,5,-0.009999999999998,Klebsiella pneumoniae,Critical
GCA_024650645.1,0,0,1,12,25.153374233128837,8,-1.3700000000000043,Klebsiella pneumoniae,Critical
GCA_024650705.1,0,0,1,8,20.496894409937887,4,0.3900000000000005,Klebsiella pneumoniae,Critical
GCA_024650725.1,0,0,1,4,17.733990147783253,5,-0.6999999999999957,Klebsiella pneumoniae,Critical
GCA_024650745.1,0,0,2,7,28.676470588235293,34,-0.6300000000000026,Klebsiella pneumoniae,Critical
GCA_024650765.1,0,0,3,16,26.31578947368421,15,-2.059999999999995,Klebsiella pneumoniae,Critical
GCA_024650785.1,0,0,1,3,20.114942528735632,6,0.9400000000000048,Klebsiella pneumoniae,Critical
GCA_024650795.1,0,0,1,3,18.012422360248447,5,-1.1999999999999955,Klebsiella pneumoniae,Critical
GCA_024650825.1,0,0,3,6,25.36231884057971,30,-3.1300000000000026,Klebsiella pneumoniae,Critical
GCA_024650835.1,0,0,1,4,19.2090395480226,5,-0.1700000000000017,Klebsiella pneumoniae,Critical
GCA_024650855.1,0,0,1,4,19.387755102040817,7,0.1499999999999985,Klebsiella pneumoniae,Critical
GCA_024650885.1,0,0,1,3,18.88888888888889,6,-1.3999999999999986,Klebsiella pneumoniae,Critical
GCA_024650905.1,0,0,1,8,19.49685534591195,7,-0.5300000000000011,Klebsiella pneumoniae,Critical
GCA_024650925.1,0,0,1,7,22.77227722772277,7,-0.2600000000000051,Klebsiella pneumoniae,Critical
GCA_024650955.1,0,0,2,3,19.745222929936308,3,-1.5700000000000005,Klebsiella pneumoniae,Critical
GCA_024650945.1,0,0,1,8,22.448979591836736,8,-0.1400000000000005,Klebsiella pneumoniae,Critical
GCA_024650985.1,0,0,1,6,11.797752808988765,3,-1.0399999999999991,Klebsiella pneumoniae,Critical
GCA_024651005.1,0,0,1,7,12.935323383084576,5,-1.0799999999999983,Klebsiella pneumoniae,Critical
GCA_024651025.1,0,0,1,2,12.5,1,-0.8299999999999983,Klebsiella pneumoniae,Critical
GCA_024651035.1,0,0,2,7,25.13966480446928,8,-1.3300000000000054,Klebsiella pneumoniae,Critical
GCA_024651065.1,0,0,2,4,23.655913978494624,9,-1.1700000000000017,Klebsiella pneumoniae,Critical
GCA_024651075.1,1,0,3,4,23.49726775956284,7,-1.259999999999998,Klebsiella pneumoniae,Critical
GCA_024651105.1,0,0,2,4,31.088082901554404,14,-0.8999999999999986,Klebsiella pneumoniae,Critical
GCA_024651125.1,1,0,2,6,28.27586206896552,6,-1.0399999999999991,Klebsiella pneumoniae,Critical
GCA_024651155.1,1,0,2,12,24.840764331210192,7,-0.970000000000006,Klebsiella pneumoniae,Critical
GCA_024651145.1,0,0,2,5,16.99346405228758,2,-0.2899999999999991,Klebsiella pneumoniae,Critical
GCA_024651185.1,1,0,2,5,20.61281337047354,32,-0.4200000000000017,Klebsiella pneumoniae,Critical
GCA_024651195.1,0,0,4,7,24.257425742574256,5,-2.719999999999999,Klebsiella pneumoniae,Critical
GCA_024651775.1,0,0,1,5,22.137404580152676,5,-1.009999999999998,Klebsiella pneumoniae,Critical
GCA_024651825.1,0,0,3,3,17.82178217821782,4,-1.5799999999999983,Klebsiella pneumoniae,Critical
GCA_024651845.1,0,0,1,4,22.085889570552148,6,-1.2000000000000028,Klebsiella pneumoniae,Critical
GCA_024651865.1,0,0,1,6,19.88950276243094,7,-0.759999999999998,Klebsiella pneumoniae,Critical
GCA_024651885.1,0,0,1,10,22.093023255813957,7,-1.5599999999999952,Klebsiella pneumoniae,Critical
GCA_024651895.1,0,0,2,2,24.52229299363057,31,-1.1600000000000037,Klebsiella pneumoniae,Critical
GCA_024651925.1,0,0,3,8,17.167381974248926,7,-1.1499999999999986,Klebsiella pneumoniae,Critical
GCA_024651975.1,0,0,3,4,22.61306532663317,7,-1.1499999999999986,Klebsiella pneumoniae,Critical
GCA_024652015.1,0,0,1,5,16.296296296296298,2,-0.0700000000000002,Klebsiella pneumoniae,Critical
GCA_024652065.1,0,0,2,8,23.711340206185564,5,-2.509999999999998,Klebsiella pneumoniae,Critical
GCA_024652125.1,0,0,1,3,15.789473684210526,2,-0.4400000000000048,Klebsiella pneumoniae,Critical
GCA_024652205.1,0,0,1,6,21.818181818181817,5,-1.1099999999999994,Klebsiella pneumoniae,Critical
GCA_024652265.1,0,0,1,11,25.657894736842103,7,-1.3399999999999963,Klebsiella pneumoniae,Critical
GCA_024652385.1,0,0,1,6,18.421052631578945,11,-1.2100000000000009,Klebsiella pneumoniae,Critical
GCA_024652555.1,0,0,2,3,16.923076923076923,3,-0.990000000000002,Klebsiella pneumoniae,Critical
GCA_024652545.1,0,0,2,11,25.454545454545453,8,-1.5899999999999963,Klebsiella pneumoniae,Critical
GCA_024652625.1,0,0,1,6,17.695473251028808,12,-1.1999999999999955,Klebsiella pneumoniae,Critical
GCA_024652675.1,0,0,1,2,11.627906976744184,0,0.3200000000000003,Klebsiella pneumoniae,Critical
GCA_024652695.1,0,0,3,9,25.0,7,-1.3500000000000014,Klebsiella pneumoniae,Critical
GCA_024652805.1,0,0,2,2,26.984126984126984,6,-3.760000000000005,Klebsiella pneumoniae,Critical
GCA_031011145.1,2,0,3,13,35.46099290780142,10,-1.6000000000000014,Klebsiella pneumoniae,Critical
GCA_031011085.1,2,0,4,17,41.333333333333336,16,-1.2299999999999969,Klebsiella pneumoniae,Critical
GCA_031011125.1,2,0,5,7,30.508474576271187,9,-2.279999999999994,Klebsiella pneumoniae,Critical
