Species,Source,Date,Location,sample_x,BioSample,Estado,Região,sample_y,vfdb_adherence,vfdb_antimicrobial_activity_competitive_advantage,vfdb_biofilm,vfdb_effector_delivery_system,vfdb_exoenzyme,vfdb_exotoxin,vfdb_immune_modulation,vfdb_invasion,vfdb_motility,vfdb_nutritional_metabolic_factor,vfdb_others,vfdb_post-translational_modification,vfdb_regulation,vfdb_stress_survival,sample_id
Staphylococcus aureus,Nasal Colonization,2014.0,Rio de Janeiro,GCA_021008715.1,SAMN16946627,RJ,Sudeste,GCA_021008715.1_ASM2100871v1_genomic,7.0,0.0,5.0,14.0,8.0,18.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008715.1
Staphylococcus aureus,Nasal Colonization,2014.0,Rio de Janeiro,GCA_021008735.1,SAMN16946623,RJ,Sudeste,GCA_021008735.1_ASM2100873v1_genomic,6.0,0.0,5.0,13.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008735.1
Staphylococcus aureus,Wound secretion,2016.0,Rio de Janeiro,GCA_021008755.1,SAMN16946770,RJ,Sudeste,GCA_021008755.1_ASM2100875v1_genomic,5.0,0.0,5.0,9.0,9.0,16.0,18.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008755.1
Staphylococcus aureus,Tracheal secretion,2014.0,Rio de Janeiro,GCA_021008765.1,SAMN16946622,RJ,Sudeste,GCA_021008765.1_ASM2100876v1_genomic,7.0,0.0,5.0,15.0,7.0,18.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008765.1
Staphylococcus aureus,Wound secretion Ferida Joelho,2014.0,Rio de Janeiro,GCA_021008795.1,SAMN16946618,RJ,Sudeste,GCA_021008795.1_ASM2100879v1_genomic,9.0,0.0,5.0,16.0,8.0,18.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008795.1
Staphylococcus aureus,Nasal Colonization,2014.0,Rio de Janeiro,GCA_021008815.1,SAMN16946621,RJ,Sudeste,GCA_021008815.1_ASM2100881v1_genomic,8.0,0.0,5.0,15.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008815.1
Staphylococcus aureus,Nasal Colonization,2015.0,Rio de Janeiro,GCA_021008835.1,SAMN16946676,RJ,Sudeste,GCA_021008835.1_ASM2100883v1_genomic,7.0,0.0,5.0,16.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008835.1
Staphylococcus aureus,Nasal Colonization,2015.0,Rio de Janeiro,GCA_021008855.1,SAMN16946677,RJ,Sudeste,GCA_021008855.1_ASM2100885v1_genomic,7.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008855.1
Staphylococcus aureus,Tissue fragment,2015.0,Rio de Janeiro,GCA_021008875.1,SAMN16946684,RJ,Sudeste,GCA_021008875.1_ASM2100887v1_genomic,6.0,0.0,5.0,16.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008875.1
Staphylococcus aureus,Nasal Colonization,2015.0,Rio de Janeiro,GCA_021008905.1,SAMN16946672,RJ,Sudeste,GCA_021008905.1_ASM2100890v1_genomic,5.0,0.0,5.0,16.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008905.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021008895.1,SAMN16946673,RJ,Sudeste,GCA_021008895.1_ASM2100889v1_genomic,7.0,0.0,5.0,16.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008895.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021008945.1,SAMN16946671,RJ,Sudeste,GCA_021008945.1_ASM2100894v1_genomic,7.0,0.0,5.0,16.0,8.0,17.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008945.1
Staphylococcus aureus,urine,2015.0,Rio de Janeiro,GCA_021008935.1,SAMN16946669,RJ,Sudeste,GCA_021008935.1_ASM2100893v1_genomic,7.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008935.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021008955.1,SAMN16946666,RJ,Sudeste,GCA_021008955.1_ASM2100895v1_genomic,8.0,0.0,5.0,17.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008955.1
Staphylococcus aureus,Tracheal secretion,2015.0,Rio de Janeiro,GCA_021008995.1,SAMN16946670,RJ,Sudeste,GCA_021008995.1_ASM2100899v1_genomic,8.0,0.0,5.0,17.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021008995.1
Staphylococcus aureus,Tissue fragment,2015.0,Rio de Janeiro,GCA_021009005.1,SAMN16946664,RJ,Sudeste,GCA_021009005.1_ASM2100900v1_genomic,7.0,0.0,5.0,15.0,8.0,17.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009005.1
Staphylococcus aureus,bronchoalveolar lavage,2016.0,Rio de Janeiro,GCA_021009035.1,SAMN16946804,RJ,Sudeste,GCA_021009035.1_ASM2100903v1_genomic,9.0,0.0,5.0,15.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009035.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009055.1,SAMN16946811,RJ,Sudeste,GCA_021009055.1_ASM2100905v1_genomic,7.0,0.0,5.0,13.0,7.0,17.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009055.1
Staphylococcus aureus,Pleural fluid,2015.0,Rio de Janeiro,GCA_021009075.1,SAMN16946660,RJ,Sudeste,GCA_021009075.1_ASM2100907v1_genomic,7.0,0.0,5.0,17.0,8.0,19.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009075.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009095.1,SAMN16946812,RJ,Sudeste,GCA_021009095.1_ASM2100909v1_genomic,7.0,0.0,4.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009095.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009125.1,SAMN16946807,RJ,Sudeste,GCA_021009125.1_ASM2100912v1_genomic,9.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009125.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009105.1,SAMN16946808,RJ,Sudeste,GCA_021009105.1_ASM2100910v1_genomic,8.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009105.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009155.1,SAMN16946805,RJ,Sudeste,GCA_021009155.1_ASM2100915v1_genomic,6.0,0.0,5.0,15.0,8.0,18.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009155.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009175.1,SAMN16946806,RJ,Sudeste,GCA_021009175.1_ASM2100917v1_genomic,9.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009175.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009195.1,SAMN16946809,RJ,Sudeste,GCA_021009195.1_ASM2100919v1_genomic,9.0,0.0,5.0,14.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009195.1
Staphylococcus aureus,Tissue fragment,2016.0,Rio de Janeiro,GCA_021009215.1,SAMN16946745,RJ,Sudeste,GCA_021009215.1_ASM2100921v1_genomic,7.0,0.0,5.0,8.0,10.0,16.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009215.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009235.1,SAMN16946810,RJ,Sudeste,GCA_021009235.1_ASM2100923v1_genomic,7.0,0.0,5.0,14.0,8.0,19.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009235.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009255.1,SAMN16946803,RJ,Sudeste,GCA_021009255.1_ASM2100925v1_genomic,6.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009255.1
Staphylococcus aureus,skin lesion,2016.0,Rio de Janeiro,GCA_021009275.1,SAMN16946802,RJ,Sudeste,GCA_021009275.1_ASM2100927v1_genomic,7.0,0.0,5.0,15.0,9.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009275.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009295.1,SAMN16946796,RJ,Sudeste,GCA_021009295.1_ASM2100929v1_genomic,8.0,0.0,4.0,15.0,7.0,18.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009295.1
Staphylococcus aureus,Tracheal secretion,2016.0,Rio de Janeiro,GCA_021009315.1,SAMN16946794,RJ,Sudeste,GCA_021009315.1_ASM2100931v1_genomic,9.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009315.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009335.1,SAMN16946795,RJ,Sudeste,GCA_021009335.1_ASM2100933v1_genomic,7.0,0.0,5.0,17.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009335.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009355.1,SAMN16946792,RJ,Sudeste,GCA_021009355.1_ASM2100935v1_genomic,9.0,0.0,5.0,15.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009355.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009365.1,SAMN16946799,RJ,Sudeste,GCA_021009365.1_ASM2100936v1_genomic,6.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009365.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009385.1,SAMN16946800,RJ,Sudeste,GCA_021009385.1_ASM2100938v1_genomic,7.0,0.0,5.0,14.0,8.0,17.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009385.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009395.1,SAMN16946801,RJ,Sudeste,GCA_021009395.1_ASM2100939v1_genomic,9.0,0.0,5.0,15.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009395.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009435.1,SAMN16946787,RJ,Sudeste,GCA_021009435.1_ASM2100943v1_genomic,8.0,0.0,5.0,15.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009435.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009465.1,SAMN16946790,RJ,Sudeste,GCA_021009465.1_ASM2100946v1_genomic,7.0,0.0,5.0,15.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009465.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009445.1,SAMN16946791,RJ,Sudeste,GCA_021009445.1_ASM2100944v1_genomic,7.0,0.0,5.0,14.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009445.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009495.1,SAMN16946786,RJ,Sudeste,GCA_021009495.1_ASM2100949v1_genomic,7.0,0.0,5.0,14.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009495.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009515.1,SAMN16946789,RJ,Sudeste,GCA_021009515.1_ASM2100951v1_genomic,9.0,0.0,5.0,17.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009515.1
Staphylococcus aureus,skin lesion,2016.0,Rio de Janeiro,GCA_021009535.1,SAMN16946793,RJ,Sudeste,GCA_021009535.1_ASM2100953v1_genomic,8.0,0.0,5.0,15.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009535.1
Staphylococcus aureus,Nasal Colonization,2016.0,Rio de Janeiro,GCA_021009555.1,SAMN16946784,RJ,Sudeste,GCA_021009555.1_ASM2100955v1_genomic,9.0,0.0,5.0,14.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009555.1
Staphylococcus aureus,blood,2016.0,Rio de Janeiro,GCA_021009575.1,SAMN16946779,RJ,Sudeste,GCA_021009575.1_ASM2100957v1_genomic,5.0,0.0,5.0,13.0,8.0,16.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,GCA_021009575.1
Staphylococcus aureus,Wound secretion,2016.0,Rio de Janeiro,GCA_021009585.1,SAMN16946782,RJ,Sudeste,GCA_021009585.1_ASM2100958v1_genomic,9.0,0.0,5.0,16.0,8.0,19.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009585.1
Staphylococcus aureus,Soft tissue,2016.0,Rio de Janeiro,GCA_021009595.1,SAMN16946783,RJ,Sudeste,GCA_021009595.1_ASM2100959v1_genomic,9.0,0.0,5.0,12.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009595.1
Staphylococcus aureus,Tracheal secretion,2016.0,Rio de Janeiro,GCA_021009635.1,SAMN16946781,RJ,Sudeste,GCA_021009635.1_ASM2100963v1_genomic,7.0,0.0,4.0,14.0,8.0,19.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009635.1
Staphylococcus aureus,Tracheal secretion,2016.0,Rio de Janeiro,GCA_021009655.1,SAMN16946778,RJ,Sudeste,GCA_021009655.1_ASM2100965v1_genomic,9.0,0.0,5.0,16.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009655.1
Staphylococcus aureus,Tracheal secretion,2016.0,Rio de Janeiro,GCA_021009675.1,SAMN16946777,RJ,Sudeste,GCA_021009675.1_ASM2100967v1_genomic,8.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009675.1
Staphylococcus aureus,Tracheal secretion,2016.0,Rio de Janeiro,GCA_021009695.1,SAMN16946776,RJ,Sudeste,GCA_021009695.1_ASM2100969v1_genomic,8.0,0.0,5.0,14.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009695.1
Staphylococcus aureus,urine,2016.0,Rio de Janeiro,GCA_021009705.1,SAMN16946773,RJ,Sudeste,GCA_021009705.1_ASM2100970v1_genomic,6.0,0.0,5.0,13.0,8.0,17.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009705.1
Staphylococcus aureus,blood,2016.0,Rio de Janeiro,GCA_021009735.1,SAMN16946774,RJ,Sudeste,GCA_021009735.1_ASM2100973v1_genomic,7.0,0.0,5.0,15.0,8.0,17.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009735.1
Staphylococcus aureus,Catether (Blood),2016.0,Rio de Janeiro,GCA_021009755.1,SAMN16946772,RJ,Sudeste,GCA_021009755.1_ASM2100975v1_genomic,9.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009755.1
Staphylococcus aureus,blood,2016.0,Rio de Janeiro,GCA_021009765.1,SAMN16946771,RJ,Sudeste,GCA_021009765.1_ASM2100976v1_genomic,6.0,0.0,5.0,13.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009765.1
Staphylococcus aureus,Wound secretion,2016.0,Rio de Janeiro,GCA_021009795.1,SAMN16946775,RJ,Sudeste,GCA_021009795.1_ASM2100979v1_genomic,6.0,0.0,5.0,15.0,7.0,17.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,GCA_021009795.1
Staphylococcus aureus,blood,2016.0,Rio de Janeiro,GCA_021009825.1,SAMN16946769,RJ,Sudeste,GCA_021009825.1_ASM2100982v1_genomic,6.0,0.0,5.0,12.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009825.1
Staphylococcus aureus,Wound secretion,2016.0,Rio de Janeiro,GCA_021009915.1,SAMN16946766,RJ,Sudeste,GCA_021009915.1_ASM2100991v1_genomic,5.0,0.0,5.0,15.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009915.1
Staphylococcus aureus,blood,2016.0,Rio de Janeiro,GCA_021009935.1,SAMN16946762,RJ,Sudeste,GCA_021009935.1_ASM2100993v1_genomic,7.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009935.1
Staphylococcus aureus,blood,2016.0,Rio de Janeiro,GCA_021009975.1,SAMN16946768,RJ,Sudeste,GCA_021009975.1_ASM2100997v1_genomic,8.0,0.0,5.0,16.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009975.1
Staphylococcus aureus,Bone fragment,2016.0,Rio de Janeiro,GCA_021009995.1,SAMN16946765,RJ,Sudeste,GCA_021009995.1_ASM2100999v1_genomic,5.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021009995.1
Staphylococcus aureus,blood,2016.0,Rio de Janeiro,GCA_021010015.1,SAMN16946764,RJ,Sudeste,GCA_021010015.1_ASM2101001v1_genomic,9.0,0.0,5.0,16.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010015.1
Staphylococcus aureus,Bone fragment,2016.0,Rio de Janeiro,GCA_021010035.1,SAMN16946760,RJ,Sudeste,GCA_021010035.1_ASM2101003v1_genomic,5.0,0.0,5.0,14.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010035.1
Staphylococcus aureus,Soft tissue,2016.0,Rio de Janeiro,GCA_021010065.1,SAMN16946767,RJ,Sudeste,GCA_021010065.1_ASM2101006v1_genomic,6.0,0.0,5.0,13.0,7.0,18.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010065.1
Staphylococcus aureus,Tissue fragment,2016.0,Rio de Janeiro,GCA_021010055.1,SAMN16946761,RJ,Sudeste,GCA_021010055.1_ASM2101005v1_genomic,8.0,0.0,5.0,14.0,8.0,19.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010055.1
Staphylococcus aureus,blood,2016.0,Rio de Janeiro,GCA_021010095.1,SAMN16946763,RJ,Sudeste,GCA_021010095.1_ASM2101009v1_genomic,7.0,0.0,5.0,16.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010095.1
Staphylococcus aureus,Tracheal secretion,2016.0,Rio de Janeiro,GCA_021010135.1,SAMN16946758,RJ,Sudeste,GCA_021010135.1_ASM2101013v1_genomic,7.0,0.0,5.0,14.0,8.0,19.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010135.1
Staphylococcus aureus,sputum,2016.0,Rio de Janeiro,GCA_021010185.1,SAMN16946755,RJ,Sudeste,GCA_021010185.1_ASM2101018v1_genomic,6.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010185.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021010225.1,SAMN16946700,RJ,Sudeste,GCA_021010225.1_ASM2101022v1_genomic,7.0,0.0,5.0,9.0,10.0,16.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010225.1
Staphylococcus aureus,Bone fragment,2016.0,Rio de Janeiro,GCA_021010255.1,SAMN16946753,RJ,Sudeste,GCA_021010255.1_ASM2101025v1_genomic,9.0,0.0,5.0,14.0,8.0,19.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010255.1
Staphylococcus aureus,Tracheal secretion,2016.0,Rio de Janeiro,GCA_021010275.1,SAMN16946751,RJ,Sudeste,GCA_021010275.1_ASM2101027v1_genomic,7.0,0.0,5.0,14.0,8.0,19.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010275.1
Staphylococcus aureus,blood,2016.0,Rio de Janeiro,GCA_021010295.1,SAMN16946754,RJ,Sudeste,GCA_021010295.1_ASM2101029v1_genomic,8.0,0.0,5.0,16.0,8.0,18.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010295.1
Staphylococcus aureus,urine,2016.0,Rio de Janeiro,GCA_021010315.1,SAMN16946750,RJ,Sudeste,GCA_021010315.1_ASM2101031v1_genomic,7.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010315.1
Staphylococcus aureus,Hip secretion,2016.0,Rio de Janeiro,GCA_021010355.1,SAMN16946747,RJ,Sudeste,GCA_021010355.1_ASM2101035v1_genomic,7.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010355.1
Staphylococcus aureus,blood,2016.0,Rio de Janeiro,GCA_021010395.1,SAMN16946748,RJ,Sudeste,GCA_021010395.1_ASM2101039v1_genomic,6.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010395.1
Staphylococcus aureus,Catether (Blood),2016.0,Rio de Janeiro,GCA_021010405.1,SAMN16946746,RJ,Sudeste,GCA_021010405.1_ASM2101040v1_genomic,7.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010405.1
Staphylococcus aureus,blood,2016.0,Rio de Janeiro,GCA_021010435.1,SAMN16946744,RJ,Sudeste,GCA_021010435.1_ASM2101043v1_genomic,2.0,0.0,5.0,11.0,8.0,13.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,GCA_021010435.1
Staphylococcus aureus,blood,2016.0,Rio de Janeiro,GCA_021010455.1,SAMN16946742,RJ,Sudeste,GCA_021010455.1_ASM2101045v1_genomic,6.0,0.0,5.0,16.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010455.1
Staphylococcus aureus,blood,2016.0,Rio de Janeiro,GCA_021010475.1,SAMN16946743,RJ,Sudeste,GCA_021010475.1_ASM2101047v1_genomic,9.0,0.0,5.0,16.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010475.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021010485.1,SAMN16946739,RJ,Sudeste,GCA_021010485.1_ASM2101048v1_genomic,5.0,0.0,5.0,11.0,8.0,14.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010485.1
Staphylococcus aureus,Nasal Colonization,2015.0,Rio de Janeiro,GCA_021010515.1,SAMN16946686,RJ,Sudeste,GCA_021010515.1_ASM2101051v1_genomic,8.0,0.0,5.0,9.0,10.0,16.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010515.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021010535.1,SAMN16946740,RJ,Sudeste,GCA_021010535.1_ASM2101053v1_genomic,7.0,0.0,5.0,16.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021010535.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021011265.1,SAMN16946741,RJ,Sudeste,GCA_021011265.1_ASM2101126v1_genomic,7.0,0.0,5.0,14.0,8.0,17.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021011265.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021011355.1,SAMN16946737,RJ,Sudeste,GCA_021011355.1_ASM2101135v1_genomic,6.0,0.0,5.0,16.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021011355.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021011365.1,SAMN16946736,RJ,Sudeste,GCA_021011365.1_ASM2101136v1_genomic,7.0,0.0,5.0,16.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021011365.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021011395.1,SAMN16946735,RJ,Sudeste,GCA_021011395.1_ASM2101139v1_genomic,3.0,0.0,5.0,13.0,8.0,16.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021011395.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021011405.1,SAMN16946738,RJ,Sudeste,GCA_021011405.1_ASM2101140v1_genomic,8.0,0.0,5.0,15.0,8.0,15.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021011405.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021011435.1,SAMN16946734,RJ,Sudeste,GCA_021011435.1_ASM2101143v1_genomic,6.0,0.0,5.0,14.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021011435.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021011455.1,SAMN16946732,RJ,Sudeste,GCA_021011455.1_ASM2101145v1_genomic,5.0,0.0,5.0,13.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021011455.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021011475.1,SAMN16946730,RJ,Sudeste,GCA_021011475.1_ASM2101147v1_genomic,7.0,0.0,5.0,17.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021011475.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021011555.1,SAMN16946717,RJ,Sudeste,GCA_021011555.1_ASM2101155v1_genomic,9.0,0.0,5.0,16.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021011555.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021011585.1,SAMN16946725,RJ,Sudeste,GCA_021011585.1_ASM2101158v1_genomic,8.0,0.0,5.0,16.0,8.0,19.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021011585.1
Staphylococcus aureus,blood,2015.0,Rio de Janeiro,GCA_021011605.1,SAMN16946728,RJ,Sudeste,GCA_021011605.1_ASM2101160v1_genomic,7.0,0.0,5.0,16.0,8.0,18.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,GCA_021011605.1
